Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Real Valladolid CF,Andriy Lunin,20,Ukraine,Goalkeeper,GK,£6.75m,Real Madrid,Spain,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/andriy-lunin/profil/spieler/404839
Real Valladolid CF,Marcos André,23,Brazil,Centre-Forward,CF,£585Th.,CD Mirandés,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/marcos-andre/profil/spieler/481084
Real Valladolid CF,Luismi,28,Spain,Defensive Midfield,DM,£428Th.,Real Oviedo,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/luismi/profil/spieler/207922
Real Valladolid CF,Mohammed Salisu,20,Ghana,Centre-Back,CB,£225Th.,Real Valladolid B,Spain,-,In,2019,s,laliga,https://www.transfermarkt.co.uk/mohammed-salisu/profil/spieler/563963
Real Valladolid CF,Sekou Gassama,25,Senegal,Centre-Forward,CF,£360Th.,CF Fuenlabrada,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/sekou-gassama/profil/spieler/337070
Real Valladolid CF,Marcos André,22,Brazil,Centre-Forward,CF,£360Th.,Real Valladolid B,Spain,-,In,2019,s,laliga,https://www.transfermarkt.co.uk/marcos-andre/profil/spieler/481084
Real Valladolid CF,Moisés Delgado,26,Spain,Left-Back,LB,£360Th.,Racing Santander,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/moises-delgado/profil/spieler/260230
Real Valladolid CF,Chris Ramos,23,Spain,Centre-Forward,CF,£225Th.,CD Badajoz,Spain,"End of loanJul 27, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/chris-ramos/profil/spieler/538810
Real Valladolid CF,Álvaro Aguado,24,Spain,Attacking Midfield,AM,£428Th.,CD Numancia,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/alvaro-aguado/profil/spieler/449496
Real Valladolid CF,José Antonio Caro,25,Spain,Goalkeeper,GK,£360Th.,Albacete Balompié,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/jose-antonio-caro/profil/spieler/268946
Real Valladolid CF,Antonio Domínguez,26,Spain,Right Winger,RW,£135Th.,CE Sabadell,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/antonio-dominguez/profil/spieler/288453
Real Valladolid CF,David Mayoral,22,Spain,Right Winger,RW,£270Th.,AD Alcorcón,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/david-mayoral/profil/spieler/355629
Real Valladolid CF,Álvaro Aguado,23,Spain,Attacking Midfield,AM,£540Th.,Córdoba CF,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/alvaro-aguado/profil/spieler/449496
Real Valladolid CF,Fede San Emeterio,22,Spain,Central Midfield,CM,£4.50m,Granada CF,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/fede-san-emeterio/profil/spieler/307519
Real Valladolid CF,Chris Ramos,22,Spain,Centre-Forward,CF,£225Th.,Sevilla Atlético,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/chris-ramos/profil/spieler/538810
Celta de Vigo,Denis Suárez,25,Spain,Left Winger,LW,£10.80m,FC Barcelona,Spain,£11.61m,In,2019,s,laliga,https://www.transfermarkt.co.uk/denis-suarez/profil/spieler/165007
Celta de Vigo,Joseph Aidoo,23,Ghana,Centre-Back,CB,£3.60m,KRC Genk,Belgium,£7.20m,In,2019,s,laliga,https://www.transfermarkt.co.uk/joseph-aidoo/profil/spieler/358250
Celta de Vigo,Rafinha,26,Brazil,Attacking Midfield,AM,£13.50m,FC Barcelona,Spain,Loan fee:£1.35m,In,2019,s,laliga,https://www.transfermarkt.co.uk/rafinha/profil/spieler/129473
Celta de Vigo,Pape Cheikh,22,Spain,Central Midfield,CM,£6.30m,Olympique Lyon,France,Loan fee:£450Th.,In,2019,s,laliga,https://www.transfermarkt.co.uk/pape-cheikh/profil/spieler/336828
Celta de Vigo,Nolito,33,Spain,Left Winger,LW,£1.44m,Sevilla FC,Spain,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/nolito/profil/spieler/70934
Celta de Vigo,Jorge Sáenz,22,Spain,Centre-Back,CB,£2.70m,Valencia CF,Spain,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/jorge-saenz/profil/spieler/340339
Celta de Vigo,Santi Mina,23,Spain,Centre-Forward,CF,£27.00m,Valencia CF,Spain,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/santi-mina/profil/spieler/255653
Celta de Vigo,Iván Villar,21,Spain,Goalkeeper,GK,£270Th.,Celta Vigo B,Spain,-,In,2019,s,laliga,https://www.transfermarkt.co.uk/ivan-villar/profil/spieler/297194
Celta de Vigo,Robert Mazan,26,Slovakia,Left-Back,LB,£270Th.,CD Tenerife,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/robert-mazan/profil/spieler/181619
Celta de Vigo,David Costas,25,Spain,Centre-Back,CB,£1.44m,UD Almería,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/david-costas/profil/spieler/276111
Celta de Vigo,Jozabed Sánchez,29,Spain,Central Midfield,CM,£1.08m,Girona FC,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/jozabed-sanchez/profil/spieler/207924
Celta de Vigo,Juan Hernández,24,Spain,Right Winger,RW,£450Th.,Cádiz CF,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/juan-hernandez/profil/spieler/349873
Celta de Vigo,Gabriel Fernández,25,Uruguay,Centre-Forward,CF,£2.70m,CA Peñarol,Uruguay,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/gabriel-fernandez/profil/spieler/259930
Celta de Vigo,Robert Mazan,25,Slovakia,Left-Back,LB,£270Th.,Venezia FC,Italy,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/robert-mazan/profil/spieler/181619
Celta de Vigo,Facundo Roncaglia,32,Argentina,Centre-Back,CB,£2.25m,Valencia CF,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/facundo-roncaglia/profil/spieler/61546
Celta de Vigo,Claudio Beauvue,31,Guadeloupe,Centre-Forward,CF,£2.25m,SM Caen,France,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/claudio-beauvue/profil/spieler/58818
Celta de Vigo,Dennis Eckert Ayensa,22,Germany,Centre-Forward,CF,£1.08m,SBV Excelsior Rotterdam,Netherlands,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/dennis-eckert-ayensa/profil/spieler/249303
CA Osasuna,Rubén García,25,Spain,Attacking Midfield,AM,£3.15m,Levante UD,Spain,£2.70m,In,2019,s,laliga,https://www.transfermarkt.co.uk/ruben-garcia/profil/spieler/213260
CA Osasuna,Chimy Ávila,25,Argentina,Centre-Forward,CF,£4.50m,Club Atlético San Lorenzo de Almagro,Argentina,£2.43m,In,2019,s,laliga,https://www.transfermarkt.co.uk/chimy-avila/profil/spieler/167721
CA Osasuna,Marc Cardona,23,Spain,Centre-Forward,CF,£1.35m,FC Barcelona,Spain,£2.25m,In,2019,s,laliga,https://www.transfermarkt.co.uk/marc-cardona/profil/spieler/443222
CA Osasuna,Brandon,24,Spain,Centre-Forward,CF,£1.80m,Stade Rennais FC,France,£1.80m,In,2019,s,laliga,https://www.transfermarkt.co.uk/brandon/profil/spieler/251680
CA Osasuna,Robert Ibáñez,26,Spain,Right Winger,RW,£900Th.,Getafe CF,Spain,£1.80m,In,2019,s,laliga,https://www.transfermarkt.co.uk/robert-ibanez/profil/spieler/242532
CA Osasuna,Darko Brasanac,27,Serbia,Central Midfield,CM,£1.80m,Real Betis Balompié,Spain,£900Th.,In,2019,s,laliga,https://www.transfermarkt.co.uk/darko-brasanac/profil/spieler/95641
CA Osasuna,Facundo Roncaglia,32,Argentina,Centre-Back,CB,£2.25m,Celta de Vigo,Spain,£225Th.,In,2019,s,laliga,https://www.transfermarkt.co.uk/facundo-roncaglia/profil/spieler/61546
CA Osasuna,Jaume Grau,22,Spain,Central Midfield,CM,£270Th.,Real Madrid Castilla,Spain,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/jaume-grau/profil/spieler/340864
CA Osasuna,Adrián López,31,Spain,Centre-Forward,CF,£2.25m,FC Porto,Portugal,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/adrian-lopez/profil/spieler/45383
CA Osasuna,Raúl Navas,31,Spain,Centre-Back,CB,£2.70m,Real Sociedad,Spain,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/raul-navas/profil/spieler/142419
CA Osasuna,Pervis Estupiñán,21,Ecuador,Left-Back,LB,£1.80m,Watford FC U23,England,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/pervis-estupinan/profil/spieler/349599
CA Osasuna,Antonio Otegui,22,Spain,Central Midfield,CM,£315Th.,CD Numancia,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/antonio-otegui/profil/spieler/374082
CA Osasuna,Luis Perea,22,Spain,Defensive Midfield,DM,£360Th.,AD Alcorcón,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/luis-perea/profil/spieler/396328
CA Osasuna,Jaume Grau,23,Spain,Central Midfield,CM,£270Th.,CD Lugo,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/jaume-grau/profil/spieler/340864
CA Osasuna,Juan Pérez,22,Spain,Goalkeeper,GK,£180Th.,CA Osasuna Promesas,Spain,-,In,2019,s,laliga,https://www.transfermarkt.co.uk/juan-perez/profil/spieler/298613
CA Osasuna,Juan Villar,32,Spain,Right Winger,RW,£585Th.,Rayo Vallecano,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/juan-villar/profil/spieler/85500
CA Osasuna,Jon Moncayola,21,Spain,Central Midfield,CM,£45Th.,CA Osasuna Promesas,Spain,-,In,2019,s,laliga,https://www.transfermarkt.co.uk/jon-moncayola/profil/spieler/552425
CA Osasuna,Brandon,25,Spain,Centre-Forward,CF,£1.08m,Girona FC,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/brandon/profil/spieler/251680
CA Osasuna,Antonio Otegui,21,Spain,Central Midfield,CM,£270Th.,UD Melilla,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/antonio-otegui/profil/spieler/374082
CA Osasuna,Miguel Díaz,25,Spain,Attacking Midfield,AM,£180Th.,Real Murcia CF,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/miguel-diaz/profil/spieler/162040
CA Osasuna,David Rodríguez,33,Spain,Centre-Forward,CF,£360Th.,CD Numancia,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/david-rodriguez/profil/spieler/57950
CA Osasuna,Imanol García,23,Spain,Central Midfield,CM,£450Th.,Gimnàstic de Tarragona,Spain,"End of loanJun 30, 2019",In,2019,s,laliga,https://www.transfermarkt.co.uk/imanol-garcia/profil/spieler/455056
Granada CF,Darwin Machís,26,Venezuela,Left Winger,LW,£2.70m,Udinese Calcio,Italy,£2.70m,In,2019,s,laliga,https://www.transfermarkt.co.uk/darwin-machis/profil/spieler/211251
Granada CF,Domingos Duarte,24,Portugal,Centre-Back,CB,£2.25m,Sporting CP,Portugal,£2.70m,In,2019,s,laliga,https://www.transfermarkt.co.uk/domingos-duarte/profil/spieler/257376
Granada CF,Yan Brice,21,Cameroon,Central Midfield,CM,£900Th.,Sevilla FC,Spain,£900Th.,In,2019,s,laliga,https://www.transfermarkt.co.uk/yan-brice/profil/spieler/297784
Granada CF,Fede Vico,24,Spain,Attacking Midfield,AM,£1.35m,CD Leganés,Spain,£225Th.,In,2019,s,laliga,https://www.transfermarkt.co.uk/fede-vico/profil/spieler/162079
Granada CF,Roberto Soldado,34,Spain,Centre-Forward,CF,£900Th.,Fenerbahce SK,Turkey,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/roberto-soldado/profil/spieler/34870
Granada CF,Ismail Köybasi,30,Turkey,Left-Back,LB,£450Th.,Fenerbahce SK,Turkey,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/ismail-koybasi/profil/spieler/74641
Granada CF,Neyder Lozano,25,Colombia,Centre-Back,CB,£540Th.,Elche CF,Spain,Free transfer,In,2019,s,laliga,https://www.transfermarkt.co.uk/neyder-lozano/profil/spieler/468700
Granada CF,José Antonio Martínez,26,Spain,Centre-Back,CB,£1.08m,SD Eibar,Spain,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/jose-antonio-martinez/profil/spieler/311287
Granada CF,Maxime Gonalons,30,France,Defensive Midfield,DM,£3.60m,AS Roma,Italy,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/maxime-gonalons/profil/spieler/60542
Granada CF,Yangel Herrera,21,Venezuela,Defensive Midfield,DM,£1.80m,Manchester City U23,England,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/yangel-herrera/profil/spieler/378293
Granada CF,Carlos Fernández,23,Spain,Centre-Forward,CF,£1.80m,Sevilla FC,Spain,Loan,In,2019,s,laliga,https://www.transfermarkt.co.uk/carlos-fernandez/profil/spieler/216464
Granada CF,Carlos Neva,23,Spain,Left-Back,LB,£180Th.,Recreativo Granada,Spain,-,In,2019,s,laliga,https://www.transfermarkt.co.uk/carlos-neva/profil/spieler/448844
Granada CF,Bernardo Cruz,27,Spain,Centre-Back,CB,£428Th.,CD Numancia,Spain,"End of loanJul 20, 2020",In,2019,s,laliga,https://www.transfermarkt.co.uk/bernardo-cruz/profil/spieler/203775
